Catalogue No.	Artist Name	Title	Object Type	Transaction
F-A2041	"BOTH, ANDRIES DIRKSZ. (Dutch)"	"Denx [sic] tableaux : l'un représente un groupe de quatre figures jouant aux cartes ; et plus loin, d'autres personnages et une charrette ; l'autre, la vue d'un port de mer, orné de diverses figures et d'un charriot."	Peinture	"Vendu, 80 livres"
F-A2041	"BROUWER, ADRIAEN (Flemish)"	"L'intérieur d'une tabagie au milieu de laquelle est un grouppe de sept figures d'hommes assis autour d'une table, occupés à boire et à jouer aux cartes : plus loin, deux autres figures près d'une cheminée. Ce tableau cápital est un des plus finis de ce maître."	Peinture	"Vendu, 1680 livres"
F-A2041	"CABEL, ADRIAN VAN DER (Dutch)"	"Deux tableaux de Vander Cabel, représentant des paysages, avec figures et animaux, dans la manière de Benedete."	Peinture	"Vendu, 143 livres"
F-A2041	CARRACCI (Italian)	"Un tableau de l'école du Carrache, représentant une femme couchée, et un amour au dessus, soutenant une draperie."	Peinture	"Vendu, 27 livres"
F-A2041	"COYPEL, NOËL (French)"	"L'un des plus beaux tableaux connus de ce maître. Il représente l'enlèvement d'Europe. Grande et riche composition. Ce tableau qui ne laisse rien à desirer par le charme de sa composition et son coloris brillant, est un des chef-d'oevres de ce grand artiste."	Peinture	"Vendu, 1450 livres"
F-A2041	"DIETRICH, CHRISTIAN WILHELM ERNST (German)"	"Un petit tableau oval représentant une vue maritime et des rochers, avec fabriques, orné de figures et animaux."	Peinture	"Vendu, 12 livres"
F-A2041	"DRÖLLING, MARTIN (French)"	"Un tableau représentant la dame de charité, distribuant des aumônes. Cette composition de six figures principales, sur un fond d'architecture ; est d'un mérite distingué."	Peinture	"Vendu, 811 livres"
F-A2041	"GARNIER, MICHEL (French)"	"L'intérieur d'un boudoir, où se voit une jeune femme assise tenant une lettre, et regardant un médaillon qu'elle tient à la main droite appuyée sur sa table, sur laquelle, est un chapeau à plume, une cage et un serin ; elle est négligemment coiffée en cheveaux, et ajustée d'un fichu jetté sur un corset et jupe blanche ; on remarque sur le devant à gauche, une chaise, une robe et un bouquet."	Peinture	"Inconnue, 450 livres"
F-A2041	"PALMIERI, PIETRO GIACOMO THE ELDER (Italian)"	"Un dessin à la plume, et au biste rehaussé de blanc ; représentant la vue d'un pont orné de figures et d'une marche d'animaux ; au bord et sur le devant, sont deux vaches, près d'une rivière, où l'on apperçoit, dans l'éloignement, plusieurs figures dans un bateau."	Peinture	Inconnue
F-A2041	"TENIERS, DAVID THE YOUNGER (Flemish)"	"La vue du Château de David Teniers, orné de six figures occupées à récurer une riviere. Ce joli tableau est connu par l'estampe sous le titre des Récureurs de Rivières."	Peinture	"Vendu, 600 livres"
F-A2041	"TURCHI, ALESSANDRO ORBETTO (Italian)"	"La toilette de Vénus, tableau de sept figures, de l'école d'Alexandre-Véronèse."	Peinture	"Vendu, 48 livres"
F-A2041	"VELDE, JAN VAN DE II (Dutch)"	"Un tableau, sur le devant duquel se voit un choc de cavalerie."	Peinture	"Vendu, 82 livres"
F-A2041	"VERMEER, JAN II (Dutch)"	"Un tableau, paysage et vue d'un sîte montagneux, orné de figures, représentant une caravane."	Peinture	"Vendu, 218 livres"
F-A2041	"WIJNANTS, JAN (Dutch)"	Un paysage et fabrique onré de deux cygognes : on voit sur la gauche un tronc d'arbre.	Peinture	"Vendu, 147 livres"
F-A2041	"WOUWERMAN, P. (Dutch)"	"La vue d'une campagne, où l'on voit, sur le devant, un petit garçon qui regarde ferrer un cheval près d'une forge, où l'on voit un homme qui travaille ;  plus, sont deux autres figures en plan coupé."	Peinture	"Vendu, 350 livres"
F-A2041	"WOUWERMAN, PHILIPS (Dutch)"	"Un petit tableau d'une touche fine et d'un ton argentin, représentant un cavalier faisant l'aumône à un pauvre suivi d'une femme ; sur le devant une campagne."	Peinture	"Vendu, 2215 livres"
F-A2041	ANONYMOUS (Unknown)	1 autre cheval.	Sculpture	"Vendu, 20 livres"
F-A2041	ANONYMOUS (Unknown)	"Appollon, appuyé sur un tronc d'arbre, tenant d'une main, sa lyre, et de l'autre, une draperie sur socle."	Sculpture	Inconnue
F-A2041	ANONYMOUS (Unknown)	Un médaillon de Louis XIV en marbre blanc.	Sculpture	Inconnue
F-A2041	ANONYMOUS (Unknown)	"Deux bustes d'enfans, en marbre blanc, dont un coíffé d'une draperie, sur piedouche en marbre noi, avec colonnes cannelées en marbres ; genre de vert antique."	Sculpture	"Vendu, 154 livres"
F-A2042	LEPRINCE (French)	"Parmi soixante Dessins de bons Maîtres & quelques Gouaches, il se trouve des morceaux agréables & de belles Etudes, par Verschuring, Henri Roos, Pierre Boutt, de la Rue, Casanova, Loutherbourg, Mayeu, Fragonard, Leprince, Taunay, &c., lesquels seront détaillés sous ce Numéro pendant le cours de la vente. Les Amateurs qui suivent principalement ces objets sont prévenus que c'est par ces articules que commenceront les séances. [Gouaches et dessins sous verres] (Sous ce no. : Dessin[s])"	Dessin	Inconnue
F-A2042	"TAUNAY, NICOLAS ANTOINE (French)"	"Parmi soixante Dessins de bons Maîtres & quelques Gouaches, il se trouve des morceaux agréables & de belles Etudes, par Verschuring, Henri Roos, Pierre Boutt, de la Rue, Casanova, Loutherbourg, Mayeu, Fragonard, Leprince, Taunay, &c., lesquels seront détaillés sous ce Numéro pendant le cours de la vente. Les Amateurs qui suivent principalement ces objets sont prévenus que c'est par ces articules que commenceront les séances. [Gouaches et dessins sous verres] (Sous ce no. : Dessin[s])"	Dessin	Inconnue
F-A2042	ANONYMOUS (Unknown)	Un Solitaire en méditation.	Peinture	Non Vendu
F-A2042	"BERCHEM, NICOLAES PIETERSZ. (Dutch)"	"Un petit tableau, vue de Paysage de site montagneux. Sur le premier plan, à gauche de la composition, on voit un Pâtre qui conduit un troupeau d'animaux. Ce morceau, d'une grande finesse, est aussi de la touche la plus spirituelle, & de l'effet le plus piquant."	Peinture	"Vendu, 600 livres"
F-A2042	"BOUCHER, FRANÇOIS (French)"	"Un tableau du ton de couleur le plus riche & de la touche la plus savante & la plus gracieuse ; il représente les amours d'Hercule & Omphale. Le fond de ce morceau savant & agréable offre une galerie d'architecture avec des draperies suspendues ; il provient de la collection de M. Randon de Boisset, No... de son Catalogue."	Peinture	"Vendu, 806 livres"
F-A2042	"BRAKENBURG, RICHARD (Dutch)"	"Une composition de vingt figures, sujet d'un marchand de Chansons élevé sur des tréteaux, près d'une arcade de Village."	Peinture	"Retiré, 145 livres"
F-A2042	"BRUEGHEL, JAN THE ELDER (Flemish)"	"Un petit tableau de forme ovale offrant un paysage des environs de la Flandre, avec figures & chariots de Paysan sur un chemin."	Peinture	Retiré
F-A2042	"CASANOVA, FRANCESCO GIUSEPPE (Italian)"	Un tableau du plus beau ton de couleur & de l'effet le plus harmonieux ; il représente un grand Chemin où passe un Berger avec son troupeau. Nous croyons ce charmant morceau gravé sous le titre du Retour du Troupeau à la bergerie.	Peinture	"Vendu, 250 livres"
F-A2042	"CHALLE, CHARLES MICHEL-ANGE (French)"	"Un intérieur de boudoir où l'on voit une jolie Femme assise sur un sopha, considérant deux colombes qui se caressent."	Peinture	"Retiré, 80 livres"
F-A2042	"COURTOIS, JACQUES IL BORGOGNONE (French)"	Un tableau d'une grande force de touche & de couleur représentant un sujet de Bataille composé avec tout le feu convenable à un sujet de ce genre.	Peinture	"Vendu, 190 livres"
F-A2042	"COURTOIS, JACQUES IL BORGOGNONE (French)"	"Un autre petit tableau Vue de Paysage, avec une tour dans le milieu, par Courtois. Il sert de pendant au précédent. (Pendant du lot no.188 par Goffredo Wals)"	Peinture	Retiré
F-A2042	"GOYEN, JAN JOSEPHSZ. VAN (Dutch)"	"Une vue de la Meuse, avec barques de Pêcheurs. On distingue sur la gauche de ce point de vue naturel, une chaloupe dans laquelle sont quatre matelots occupés à ramer."	Peinture	"Vendu, 200 livres"
F-A2042	"GRIFFIER, JAN I (Dutch)"	"Un tableau du plus grand détail, offrant un des plus beaux points de vue des environs du Rhin, avec ruines & cascade ; à la droite de cette composition, se voit un Cavalier peint par Wouvermans, & qui semble demander son chemin à une Femme qui est accompagnée d'un Enfant. Nous considérons ce morceau comme une des belles productions de cet Artiste."	Peinture	"Vendu, 607 livres"
F-A2042	"GRIMALDI, GIOVANNI FRANCESCO (Italian)"	"Un petit tableau de Paysage avec fabriques dans la manière de Bologueze [sic], il est orné sur le devant de trois figurees qui se baignent."	Peinture	"Vendu, 13 livres"
F-A2042	"HOBBEMA, MEINDERT (Dutch)"	"Une vue de paysage toute en demi-teinte, & d'une Auberge où des Voyageurs font rafraîchir leurs chevaux."	Peinture	"Vendu, 191 livres"
F-A2042	ITALIAN (Italian)	"Un Sujet de Vénus & Adonis, avec un Triomphe de Galathée sur la droite de la composition. Ce Tableau, qui tient de la bonne pâte de couleur italienne, est peint sur ardoise."	Peinture	"Vendu, 48 livres"
F-A2042	"LAIRESSE, GERARD DE (Dutch or Flemish)"	"Une Figure d'Homme représenté de bout dans un Paysage, il est appuyé sur un Piédestal, tenant un arc & ajusté de drapperie blanche & rouge, montrant à un Amour quelque chose de la main droite. Ce Tableau, qui paroit indiquer un sujet de Fable, est de la belle touche de Gerard Lairesse, & tenoit un rang distingué sous ce titre, dans une des grandes collections de Hollande."	Peinture	"Vendu, 300 livres"
F-A2042	"LE BRUN, CHARLES (French)"	Un Empereur auquel un Pontife présente un plan de fortification. Ce Tableau nous paroît tenir à l'Ecole de Charles le Brun.	Peinture	"Vendu, 24 livres"
F-A2042	"MEULEN, ADAM FRANS VAN DER (Flemish)"	"Deux petits tableaux représentant différentes vues de la Flandre, avec figures, sujets de Batailles & de Cavalerie."	Peinture	"Vendu, 180 livres"
F-A2042	"MICHAU, THEOBALD (Flemish)"	"Deux petits tableaux représentant des vues de Villages de Flandres, avec figures & chariot de Paysan."	Peinture	Retiré
F-A2042	"MILLION, M. UNIDENTIFIED (Unknown)"	"Un Buste de jeune fille vue de trois quarts. Par M. Million, d'après M. Greuze."	Peinture	Non Vendu
F-A2042	"MOLA, PIER FRANCESCO (Italian)"	"Un sujet de Diane & Endymion : Ce Tableau, d'une touche savante & d'une grande force de couleur, nous paroît digne des meilleures Collections."	Peinture	"Vendu, 111 livres"
F-A2042	"MOLIJN, PIETER DE (Dutch)"	"Une vue de Paysage aux environs des bruyéres d'Anvers, avec figures & chariots de Paysans."	Peinture	"Retiré, 98 livres"
F-A2042	"MURILLO, BARTOLOMÉ ESTEBAN (Spanish)"	"Deux tableaux bien peints & du meilleur ton de couleur ; ils sont de forme ovale sur la hauteur, & attribués à Morillos ; l'un représente un Buste de jeune garçon ajusté d'une chaîne d'or ; l'autre, une jeune fille ajustée d'un mouchoir noué sous son menton."	Peinture	"Vendu, 80 livres"
F-A2042	"NEER, AERT VAN DER (Dutch)"	"Une autre vue de Village au bord d'un canal, à l'effet du clair de lune, avec une grande barque à la voile dans le milieu."	Peinture	Retiré
F-A2042	"NETSCHER, CASPAR (Dutch)"	"Un intérieur de chambre où l'on voit une Dame Hollandoise assise & vêtue d'un manteau de lit garni d'hermine, & consultant son Médecin qui lui tâte le pouls examinant une fiole. Ce Tableau d'un beau fini offre une composition très-naturelle, & nous paroit tenir beaucoup de la manière de ce bon Peintre."	Peinture	"Vendu, 250 livres"
F-A2042	"OSTADE, ADRIAEN VAN (Dutch)"	"Un sujet de trois figures de Paysans dans un intérieur de chambre, jouant aux cartes sur un billot. Ce tableau est encore du beau ton de couleur d'Adrien Ostade."	Peinture	"Vendu, 820 livres"
F-A2042	"OSTADE, ISACK VAN (Dutch)"	"Une des plus riches Ordonnances de composition que l'on puisse rencontrer de cet Artiste distingué dans la classe des grands Maîtres Hollandois. Elle représente une maison d'auberge où s'arrêtant les chariots de postes, une quantité de personnages dans différens costumes forment un grouppe pittoresque qui se lie admirablement avec un riche paysage qui sert de fond ; dans le milieu on voit encore un paysan qui conduit un boeuf de couleur grisâtre mêlé de blanc. Les différens détails & accessoires, rendus avec une grande vérité de nature & du fini le plus intéressant, contribuent à former un ensemble des plus marquans."	Peinture	"Vendu, 2251 livres"
F-A2042	"POELENBURGH, CORNELIS VAN (Dutch)"	"Un Tableau du plus bel émail de couleurs, offrant une vue des Campagnes d'Italie, avec une masse de Ruines Pittoresques qui occupent la partie gauche ; le premier plan est orné de figures de Femmes, dont l'une est drappée d'une étoffe bleue."	Peinture	"Non Vendu, 461 livres"
F-A2042	"POELENBURGH, CORNELIS VAN (Dutch)"	"Un petit Tableau de forme ronde, & d'une grande précision de touche, offrant de belles Ruines d'Italie avec trois Figures sur le premier plan qui causent ensemble."	Peinture	"Vendu, 152 livres"
F-A2042	"RUISDAEL, JACOB VAN (Dutch)"	Une Vue de Paysage très-étendue avec différentes Pièces de bled sur lesquels frappe le soleil ; un chemin occupe le milieu de ce point de vue : on y remarque quelques Figures & Animaux.	Peinture	"Vendu, 461 livres"
F-A2042	"SCHALCKEN, GODFRIED (Dutch)"	"Le Portrait en pied d'une jeune Demoiselle Hollandoise ; elle est représenté près d'une table tenant des roses, & ajustée de différentes drapperies de satin & d'un manteau bleu, relevé de fleurs en or. Ce Tableau marquant dans les productions de ce Peintre par l'agrément du sujet & sa touche précieux, est aussi de la plus parfaite conservation."	Peinture	"Vendu, 102 livres"
F-A2042	"STELLA, JACQUES (French)"	"Un petit Tableau ovale, sujet de deux Figures de faunes, une femme & un enfant dans un paysage. Par J. Stella."	Peinture	Non Vendu
F-A2042	"TENIERS, DAVID THE YOUNGER (Flemish)"	"Deux petits tableaux de la première finesse, & faisant régulièrement pendant ; ils représentent des intérieurs de tabagies dans lesquelles on voit un Paysan assis sur une chaise de bois, & coëffé d'une toque rouge, allumant sa pipe ; deux autres Personnages sont près d'une cheminée ; l'autre tableau, d'une qualité peu commune, offre une composition de deux Paysans assis près d'un tonneau."	Peinture	"Vendu, 2000 livres"
F-A2042	"TENIERS, DAVID THE YOUNGER (Flemish)"	Un tableau composé d'une masse de Rochers artistement grouppé. On distingue sur le premier plan un Paysan assis & coëffé d'une toque rouge.	Peinture	"Vendu, 133 livres"
F-A2042	"TENIERS, DAVID THE YOUNGER (Flemish)"	"Une étude de Roches avec chûte d'eau, & quelques arbres dépouillés de feuilles sur le premier plan."	Peinture	"Retiré, 22 livres"
F-A2042	VARÈGE UNIDENTIFIED (Unknown)	"Deux vues de Paysage d'italie, avec figures ; dans l'on on voit un Ange qui commande au jeune Tobie de prendre en poisson ; dans l'autre, Abraham & son fils Isaac portant du bois pour son sacrifice."	Peinture	"Vendu, 200 livres"
F-A2042	VLEUGHELS (Flemish or French)	"Un petit tableau, esquisse représentant Betzabée à sa toilette, sortant du bain."	Peinture	"Vendu, 14 livres"
F-A2042	"WALS, GOFFREDO (German)"	"Un Paysage, vue d'Italie avec ruines d'un Temple, sur la droite, & trois figures drappées dans le milieu."	Peinture	"Retiré, 54 livres"
F-A2043	ANONYMOUS (Unknown)	"Plusieurs dessins, gouaches & pastels qui seront divisés. (Sous ce no. : Plusieurs gouaches)"	Dessin	Inconnue
F-A2044	DELARUE (French)	"Quatre dessins par Ciroferi, de la Rue & F. Boucher. (Sous ce no. : Dessin[s])"	Dessin	Inconnue
F-A2044	"JEAURAT, ETIENNE (French)"	"Deux tableaux, facilement touchés, offrant des compositions nombreuses en figures ; l'un représente une Foire, l'autre une Noce de village."	Peinture	Inconnue
F-A2044	"LOUTHERBOURG, PHILIP JAMES DE (British)"	"Un riche Paysage pris à l'effet d'une fraîche matinée ; à gauche & au pied d'un grouppe d'arbres admirablement feuillés se voient une Villageoise & son Berger, auxquels un Paysan, de figure grotesque, semble parler avec force ; plus loin est un grouppe de deux vaches, des moutons & leurs agneaux. Ce tableau, très-agréable par sa composition, est aussi d'une exécution brillante."	Peinture	Inconnue
F-A2044	"SANTERRE, JEAN BAPTISTE (French)"	"Une belle Figure de femme, vue de face & à mi-corps, grandeur de nature, tenant un livre de musique, & dans l'expression de Chanter."	Peinture	Inconnue
F-A2044	"WILLE, PIERRE ALEXANDRE (French)"	"Un tableau parfaitement étudié & très-intéressant de sujet. Il représente une jeune & jolie fille assise devant sa toilette & tenant une lettre, sur laquelle elle semble réfléchir & s'entretenir avec sa mère qui est debout, & ajustée d'une coëffe noire. Nous ne doutons point que les Amateurs des Ouvrages de cet habile Artiste ne distinguent ce morceau comme une de ses heureuses productions."	Peinture	Inconnue
F-A2046	DUVIVIER (French)	"Deux dessins sur papier gris, lavés d'encre de la Chine, & rehaussés de blanc ; l'un représente une chasse au cerf, l'autre un retour. [Dessins sous Verres.]"	Dessin	"Vendu, 86 livres"
F-A2046	"FRAGONARD, JEAN HONORÉ (French)"	Quelques objets de tout genre qui seront vendus sous ce No. [2. dess. Contrep. de frago. pays.] (Sous ce no.:  2. Dessins Contrepreuves de Frago[nard] paysage)	Dessin	"Vendu, 10 livres"
F-A2046	"GIBELIN, ESPRIT-ANTOINE (French)"	Quelques objets de tout genre qui seront vendus sous ce No. [1. dess. sujet de frise par Giblin] (Sous ce no.:  1. dessin sujet de frise)	Dessin	"Vendu, 27 livres"
F-A2046	"NEW CAPET, MARIE GABRIELLE (French)"	Une tête de femme dessinée aux trois crayons sur une taille de 21 p. sur 14. [Dessins sous Verres.]	Dessin	"Vendu, 30 livres"
F-A2046	"VINCENT, FRANÇOIS ANDRÉ (French)"	Une belle Etude d'une figure de femme vue à mi-corps. [Dessins sous Verres.]	Dessin	"Vendu, 60 livres"
F-A2046	"BACKHUYSEN, LUDOLF (Dutch)"	"Un Tableau d'un grand détail, offrant une Vue du port d'Alger."	Peinture	"Vendu, 220 livres"
F-A2046	"BEGA, CORNELIS PIETERSZ. (Dutch)"	"Un Tableau, peint avec une grande précision, représentant une jeune Servante assise, & à laquelle un vieux Paysan semble parler. On voit encore dans le fond deux autres personnages."	Peinture	"Vendu, 100 livres"
F-A2046	"BREYDEL, KAREL (Flemish)"	Un sujet de bataille exécuté en miniature avec beaucoup de finesse & d'intelligence.	Peinture	"Vendu, 116 livres"
F-A2046	"CARAVAGGIO, MICHELANGELO MERISI DA (Italian)"	"Le Jugement de Salomon. Ce Tableau, d'une touche précise & savante, peut servir de pendant à celui de P. de Cortonne, No 2."	Peinture	"Vendu, 120 livres"
F-A2046	"LAIRESSE, GERARD DE (Dutch or Flemish)"	"Un très-beau Tableau de ce Maître, représentant Héliodore battu de verges par les Anges ; sur un plan éloigné à la droite de la composition, on voit les Sacrificateurs effrayés se réfugiant vers l'Autel."	Peinture	"Vendu, 700 livres"
F-A2046	"LE BRUN, CHARLES (French)"	"Une belle Esquisse, représentant Apollon servi par des Nymphes & des Tritons. Ce morceau est composé dans le genre de la Noce Aldobrandine."	Peinture	"Vendu, 54 livres"
F-A2046	"LE SUEUR, EUSTACHE (French)"	"Un autre Tableau, pendant du précédent, représentant l'Amour commandant aux Dieux & aux Déesses.    Ces quatre Tableaux, peints dans le meilleur tems de ce grand Artiste, pour l'Hôtel Lambert, proviennent de la collection de M. Randon de Boisset : & ils méritent de fixer l'attention des Amateurs. (pendant du lot 18)"	Peinture	"Vendu, 2200 livres"
F-A2046	"LE SUEUR, EUSTACHE (French)"	"Une belle Esquisse terminée, représentant les Dieux qui reçoivent l'Amour des mains d'Iris. [Ces quatre Tableaux, peint dans le meilleur tems de ce grand Artiste, pour l'Hôtel Lambert, proviennent de la collection de M. Randon de Boisset : & ils méritent de fixer l'attention des Amateurs.]"	Peinture	"Vendu, 2200 livres"
F-A2046	"OSTADE, ADRIAEN VAN (Dutch)"	"Un intérieur de grange, dans laquelle sont rassemblés des Paysans, hommes & femmes, les uns sont occupés à boire & fumer, d'autres causent ensemble. On remarque sur la gauche un mendiant qui joue de la vielle, & un jeune garçon qui l'accompagne de son violon. Ce Tableau d'une finesse de touche admirable & d'une grande harmonie de clair obscur, provient d'une vente distintuée où il est annoncé comme d'Adrien Ostade. Mais nous lui trouvons la perfection des plus beaux Ouvrages d'Isaac. Cette différence ne peut rien changer ni à la valeur ni à l'estime qu'ont balancée ces deux Artistes."	Peinture	"Non Vendu, 2001 livres"
F-A2046	"POELENBURGH, CORNELIS VAN (Dutch)"	"Deux Tableaux de la première finesse & du plus belle émail de couleur, ils représentent différent vues de Paysages d'Italie, meleés de Ruines ; dans l'un on voit le repos de la Sainte-Famille, dans l'autre le jeune Tobie auquel un Auge commande de prendre un Poisson."	Peinture	"Vendu, 502 livres"
F-A2046	"ROBERT, HUBERT (French)"	"Un des beaux Tableaux de cet habile Maître, provenant du Cabinet de M. de Choiseul ; il représente un pont ruiné, au bout duquel est une vieille tour de construction gothique : à travers l'arche de ce pont on découvre une vaste campagne."	Peinture	"Vendu, 510 livres"
F-A2046	"SNYDERS, FRANS (Flemish)"	Quelques objets de tout genre qui seront vendus sous ce No. [1. tableau d'animaux morts par Sneyder] (Sous ce no.:  1. tableau d'animaux morts)	Peinture	"Vendu, 30 livres"
F-A2046	ANONYMOUS (Unknown)	Quelques objets de tout genre qui seront vendus sous ce No. [petit Basrelief cire Rouge] (Sous ce no.:  Petit Basrelief)	Sculpture	"Vendu, 50 livres"
F-A2046	GIAMBOLOGNA JEAN BOULOGNE (Flemish and Italian)	"Une autre Figure en bronze d'une fonte rare, représentant la Fortune. Ce morceau distingué est porté sur un double socle d'albatre oriental."	Sculpture	"Vendu, 301 livres"
F-A2046	"PAJOU, AUGUSTIN (French)"	"Quelques objets de tout genre qui seront vendus sous ce No. [2. Bas reliefs de Pajou home [et] anacon] (Sous ce no.:  2. Bas reliefs de Pajou, homme et Anacréon)"	Sculpture	"Vendu, 72 livres"
F-A2047	BOULLONGNE (French)	"Un tableau, représentant une diseuse de bonne aventure."	Peinture	Inconnue
F-A2047	"BOUT, PEETER (Flemish)"	Deux tabl. paysages	Peinture	Inconnue
F-A2047	ITALIAN (Italian)	Un tableau représentant la tentation de Saint Antoine.	Peinture	Inconnue
F-A2047	ITALIAN (Italian)	Le portrait de Henry II.	Peinture	Inconnue
F-A2047	"MIGNON, ABRAHAM (German)"	"Une étude de plantes, dans le style de Mignon."	Peinture	Inconnue
F-A2047	MONOGRAMMIST M. (Unknown)	"Deux vues maritimes, l'une au soleil couchant, et l'autre un brouillard."	Peinture	Inconnue
F-A2047	"OUDRY, JEAN BAPTISTE (French)"	"Un tableau, représentant plusieurs poissons et canards."	Peinture	Inconnue
F-A2047	"VELDE, WILLEM VAN DE (Dutch)"	Deux marines faisant pendants. (Sous ce no. : Une marine ; pendant au lot no.17[b] par Backhuysen)	Peinture	Inconnue
F-A2047	"VLEUGHELS, NICOLAS (French)"	"Un tableau, représentant une femme endormie."	Peinture	Inconnue
F-A2049	"BOUCHER, FRANÇOIS (French)"	"Trois Pastelles, dont deux sujets d'après F. Boucher, et un portrait. Le tout sous verre. (Sous ce no : Deux sujets ; lot no.167[b] par Anonyme)"	Dessin	Inconnue
F-A2049	ANONYMOUS (Unknown)	"Un tableau, paysage sans bordure."	Peinture	"Inconnue, 18 livres"
F-A2049	"BOUCHER, FRANÇOIS (French)"	"Un tableau, esquisse de François Boucher, représentant les Trois-Graces."	Peinture	"Inconnue, 34 livres"
F-A2049	"BOULLONGNE, LOUIS DE (French)"	Un tableau de six figures représentant Bacchus et Ariane.	Peinture	"Vendu, 60 livres"
F-A2049	"BOUT, PEETER (Flemish)"	"Deux tableaux faisant pendant, représentant des paysages, avec fabriques ornées de figures et animaux, distribués sur différens plans."	Peinture	"Vendu, 140 livres"
F-A2049	"BRUEGHEL, JAN THE ELDER (Flemish)"	"Deux tableaux, attribués à ce maître, représentant des paysages, avec figures et animaux."	Peinture	"Inconnue, 72 livres"
F-A2049	"CALLET, ANTOINE-FRANÇOIS (French)"	"Deux tableaux d'un coloris frais et agréable ; l'un représentant l'enlèvement de Proserpine, et l'autre Hercule et Omphale."	Peinture	"Vendu, 231 livres"
F-A2049	"COYPEL, ANTOINE (French)"	"Trois tableaux, par Antoine Coypel, représentant différens sujets. Sans bordure."	Peinture	"Vendu, 160 livres"
F-A2049	"DESHAYS, JEAN-BAPTISTE-HENRI (French)"	"Deux tableaux de forme ovale, représentant des Paysages, avec figures et marches d'animaux, chargés de bagages. Ces deux beaux morceaux sont dans le style de Bénedette."	Peinture	"Vendu, 302 livres"
F-A2049	"DUJARDIN, KAREL (Dutch)"	"Un tableau paysage, et figures placées sur différens plans, représentant des mandians, et sur le devant, un cavalier à cheval, tenant un verre de vin. Ce morceau est de son temps d'Italie."	Peinture	"Vendu, 302 livres"
F-A2049	ITALIAN (Italian)	"Un petit tableau de l'école d'Italie, peint sur lapis, ceintré du haut, représentant la fuite en Egypte."	Peinture	"Vendu, 60 livres"
F-A2049	"JOUVENET, JEAN BAPTISTE (French)"	"Un tableau attribué à Jouvenet, représentant Samson et Dalila."	Peinture	"Vendu, 43 livres"
F-A2049	"LACROIX, CHARLES FRANÇOIS (French)"	"Deux jolis petits tableaux, faisant pendans, représentant des sujets de marine, ornés de figures, dont un calme et une tempête."	Peinture	"Vendu, 236 livres"
F-A2049	"LAFOSSE, CHARLES DE (French)"	"Un beau tableau de ce maître, composition de huit figures, représentant un sujet de la fable."	Peinture	"Vendu, 150 livres"
F-A2049	"LANCRET, NICOLAS (French)"	"Deux tableaux de forme ronde, l'un représente le départ pour Cythère, et l'autre, le retour. Ces deux morceaux sont du meilleur temps de ce maître."	Peinture	"Vendu, 300 livres"
F-A2049	"MILLET, JEAN FRANÇOIS I FRANCISQUE MILLET (French)"	"Un paysage de Francisque, avec figures, et un troupeau de moutons."	Peinture	"Vendu, 40 livres"
F-A2049	OSTADE (Dutch)	"Deux petits tableaux, faisant pendant ; l'un représente un buveur, tenant une pipe et une canette, l'autre, un homme vêtu d'un manteau, précédé d'un chien ; les fonds sont ornés de chaumières et de paysages."	Peinture	"Vendu, 300 livres"
F-A2049	"PANINI, GIOVANNI PAOLO (Italian)"	"Un tableau, d'une grande composition, sur un beau fond d'architecture, représentant S. Paul prêchant à Athénes. Ces tableau est une des belles productions de ce maître."	Peinture	"Vendu, 975 livres"
F-A2049	"PARROCEL, CHARLES (French)"	Un tableau ; sujet de bataille.	Peinture	"Inconnue, 44 livres"
F-A2049	RAFFAELLO SANTI (Italian)	"Un tableau d'après Raphaël, représentant la Sainte Famille."	Peinture	"Inconnue, 80 livres"
F-A2049	"RÖSER, MATHIAS BARTHOLOMÄUS (German)"	"Un tableau paysage, et vue de rocher, ornés de figures et animaux sur le devant."	Peinture	"Inconnue, 100 livres"
F-A2049	"ROTTENHAMMER, HANS I (German)"	"Un tableau d'une riche composition, représentant une fête au temple de Bacchus."	Peinture	"Vendu, 185 livres"
F-A2049	"STELLA, JACQUES (French)"	"Une composition de neuf figures, représentant Apollon poursuivant Daphné. Cette composition agréable est d'une belle couleur."	Peinture	"Vendu, 100 livres"
F-A2049	"TENIERS, DAVID THE YOUNGER (Flemish)"	"Un Chymiste dans son laboratoire, figure plus qu'à mi-corps, vue de face ; tenant une fiole près d'une table, sur laquelle sont plusieurs bouteilles."	Peinture	"Vendu, 36 livres"
F-A2049	VARÈGE UNIDENTIFIED (Unknown)	"Un tableau de Varège, paysage, orné de figures sur le devant, représentant des Baigneuses."	Peinture	"Vendu, 120 livres"
F-A2049	ANONYMOUS (Unknown)	"Quatre terres cuites, représentant un Hercule, un Satyre et deux enfans. (Sous ce no. : Terre[s] cuite[s])"	Sculpture	"Inconnue, 40 livres"
F-A2050	"BRENET, NICOLAS GUY (French)"	"Cinquante Dessins, Académies & Études de Draperies faits aux crayons noir & blanc, sur différens papiers, & qui seront divisés en plusieurs lots."	Dessin	Inconnue
F-A2050	"BRENET, NICOLAS GUY (French)"	"Douze Dessins faits aux crayons noir & blanc, d'après différens Tableaux de Raphaël au Vatican."	Dessin	Inconnue
